idea,votes,url,time
如何开通知识星球赚钱，我也想知道,41,//www.zhihu.com/pin/928644879484076032,2017-12-25 02:16
嗯，早知道我也加入知识星球了！,42,//www.zhihu.com/pin/928608334009995264,2017-12-24 23:51
人类从骨子里就知道什么是对，什么是错，人类从骨子里就知道资本主义黑暗，知道割韭菜邪恶。是什么力量，让我们长大后对这一切恶心的东西习以为常，真正成为他们的代言人，践行人？是生活的苦难？是愚蠢的欲望？这真让我大开眼界。,59,//www.zhihu.com/pin/928579967864897536,2017-12-24 21:58
建议每年12/25日定为“失败节”。这一天所有人都在自家床单上哭，哭到中午出去吃麦丹劳，感受社会底层的痛苦。然后接下来晚饭吃方便面，一直思考和回忆自己的失败，直到夜幕再次降临。人的本质就是失败，痛苦，堕落，无助，黑暗的。这也是这个社会设计的本质。我实在不知道搞出这么多节日强颜欢笑，意义何在？,65,//www.zhihu.com/pin/928553374098464768,2017-12-24 20:12
圣诞夜超市关门，饭店歇业，没饭吃，我zs了,43,//www.zhihu.com/pin/928537108344250368,2017-12-24 19:08
看完喜剧之王，我只想哭,52,//www.zhihu.com/pin/928330245280292864,2017-12-24 05:26
晚安，这个抛弃老实人的世界,58,//www.zhihu.com/pin/928314437791584256,2017-12-24 04:23
加州居然有裸体温泉，好羡慕好开心,70,//www.zhihu.com/pin/928212082525896704,2017-12-23 21:36
打call到底是什么意思，打电话？,33,//www.zhihu.com/pin/928050648609255424,2017-12-23 10:55
在当今世界，稍微成功的人都有千万资产，而你却还没有。这暗示了什么？意味着什么？试想玩魔兽世界一辈子不下副本吧。这是否意味着你这辈子都错过了人类最精彩的游戏内容，你的世界观和价值观都是在闭门造车？是否意味着，离开地球才是我们正确的选择？,54,//www.zhihu.com/pin/927958714905575424,2017-12-23 04:49
如何才能做“明星大侦探”的参演嘉宾？扮演尸体也可以的,34,//www.zhihu.com/pin/927898248246239232,2017-12-23 00:49
资本既然这么可怕，我们为什么还要甘愿做他的奴隶？,49,//www.zhihu.com/pin/927829259050545152,2017-12-22 20:15
灰色小胸本人长得到底如何？有胡子吗？求照片,32,//www.zhihu.com/pin/927812966465384448,2017-12-22 19:10
2008年还没有比特币；而现在，我们都是韭菜,20,//www.zhihu.com/pin/927809444353159168,2017-12-22 18:56
你预计比特币2017年12/31日将跌到多少：1） 100002）80003）60004）30005）20006）10007）5008）3009）20010）100,42,//www.zhihu.com/pin/927714575915917312,2017-12-22 12:39
2017年年终大惊喜：比特币彻底跌了,44,//www.zhihu.com/pin/927714298592763904,2017-12-22 12:38
,89,//www.zhihu.com/pin/927567042979762176,2017-12-22 02:53
2017年年底最值得一买的4k电脑显示器是什么牌子，什么型号？,21,//www.zhihu.com/pin/927545484286488576,2017-12-22 01:27
winter 爸爸，原来你是这样的男人,42,//www.zhihu.com/pin/927533185765048320,2017-12-22 00:39
王尼玛和阿玛尼的区别何在,27,//www.zhihu.com/pin/927532313479905280,2017-12-22 00:35
live这个概念也就火了一年吧，竟然骗得知乎all in，ceo周源亲自站台，搞什么知识市场，真觉得知识可以用金钱来衡量，来换取。殊不知市场是无情的，2017年下半年表现惨淡，知乎live产业总销售额还不如咪蒙的广告费。我预言，2018年后，live就不会再存在了。市场的主流是抖音、快手和猎奇，而知乎的立乎之本从来都不是知识变现，而是在各个社会热点，艰涩难题下大家交流的免费、坦诚和真实。,144,//www.zhihu.com/pin/927522662310903808,2017-12-21 23:57
。。浅色床单的出处是第一个大号“深夜在浅色的床单上痛哭”，没记错的话，是回答社会分层以及三本与清华北大差距的。怼live，立党比我晚2个月。立党主要因为一个live 主要起诉他，结果自己怂了，所以在怼live圈火了起来。在这之前我就在怼轮子哥，李笑来，和那些教你如何游泳/早起的live了。勃学的本质是要承认自己失败，才能由内而外，去忍受和承担这个世界万物为刍狗的不公。而你，看起来还没入门。。,86,//www.zhihu.com/pin/927515209846390784,2017-12-21 23:27
可以躲过一劫,14,//www.zhihu.com/pin/927512914295386112,2017-12-21 23:18
很多浙大毕业的人混的都比我好，这充分说明了。不是三本害了你是你自己垃圾,109,//www.zhihu.com/pin/927430208601554944,2017-12-21 17:49
Google is adding two huge complexes in SunnyVale ....成功。zs,26,//www.zhihu.com/pin/927419289754558464,2017-12-21 17:06
什么时候会出windows 11? 我迫不及待的想升级了,35,//www.zhihu.com/pin/927410776051449856,2017-12-21 16:32
btc 2017年12/31日之前一定会跌回10000刀一枚 届时大家可以all in,33,//www.zhihu.com/pin/927407845554155520,2017-12-21 16:21
比特币崩了。yeah,35,//www.zhihu.com/pin/927398370646589440,2017-12-21 15:43
,53,//www.zhihu.com/pin/927236877208666112,2017-12-21 05:01
我死后，希望大家把我的这种在老实为耻之人面前俯首称臣的思想传承下去，谢谢大家。plus才是我们的精神领袖,55,//www.zhihu.com/pin/927210658920566784,2017-12-21 03:17
这个社会说起来属于工人又说是属于年轻的下一代其实都不是社会属于曾加这样，敢于激流勇进，风口赚钱的实干家们的。在知乎默默耕耘不断赚钱的，曾加不是第一个，也不是最后一个。所以我向怼曾加道歉，我不应该柿子挑软的捏。你赚钱没错，利用知乎点赞机制专栏机制漏洞赚钱也不是你的错，是社会的错，是我们的错。我们其实应该向你学习，以“老实”为耻，以“乖”为耻，以”活络”，“金钱”，“法不禁止皆可为”为荣，那知乎当作自己的工作，自己的副业。这样，才对得起自己的学历，自己的智商。怎么能让一群三本毕业的币圈大佬，赚的比数学天才plus还多？？这才是正史；而勃学，只是伪史，最终，要进入历史的垃圾堆,96,//www.zhihu.com/pin/927209849407246336,2017-12-21 03:14
灰色小胸，你到底离不离婚？,54,//www.zhihu.com/pin/927127224889995264,2017-12-20 21:45
虚拟币的交易市场每天都创造几百个千万富翁。这才是人类财富再分配的过程。当然其中一大部分都给了plus,40,//www.zhihu.com/pin/927127029485744128,2017-12-20 21:45
喜欢,50,//www.zhihu.com/pin/927056947141120000,2017-12-20 17:06
这个社会比我们强太多不在社会中抗争就在社会中zs而我，没有上海两套房的家庭没有fb早期员工的光环没有数学IMO的智商而我却还要这么苟延残喘的活着活得毫无目的活得全部是虚空我应该去淘宝开店卖小鱼干欢迎大家捧场,92,//www.zhihu.com/pin/927019649473146880,2017-12-20 14:38
你是愿意在社会上混的如鱼得水还是想一直保留初心？,74,//www.zhihu.com/pin/926872172803567616,2017-12-20 04:52
大家好，我打算去平行世界。在那个世界，人类还没有诞生，我会抓起第一个哺乳动物，然后让他，在北极埋起来冻死,76,//www.zhihu.com/pin/926848506657157120,2017-12-20 03:18
but I didn’t ,19,//www.zhihu.com/pin/926830590113001472,2017-12-20 02:07
,37,//www.zhihu.com/pin/926830555237310464,2017-12-20 02:07
,20,//www.zhihu.com/pin/926824990591393792,2017-12-20 01:44
失败人士每天的生活怎样才算安稳？,44,//www.zhihu.com/pin/926804484676874240,2017-12-20 00:23
只有当我们所有人都承认自己失败，工人们才会联合起来，去实践共产主义。而只要我们当中有任何人自以为自己不失败，那么，他就会利用别人，谋取私利。共产主义的事业就真正失败了。这才是为什么我们要自认失败的真谛：互相团结，抵御成功人士无所不在的牟利行为。之前是明晃晃的live，现在是绵里藏针的软文专栏和点赞。我号召，全体失败人士取关曾加的专栏；除非他把所有收过钱的软文一一标明，或者专门另开一个专栏只写软文。,99,//www.zhihu.com/pin/926687176020971520,2017-12-19 16:37
勃学的基本价值观，就是认识到自己的失败，而对这个世界，对他人，存在敬畏。而那些割韭菜的人，则显然忘记了这层敬畏：以别人的愚蠢和弱小为法理自然，加以利用，竭泽而渔，不尽的赚取私利。更有甚者，以为自己北大读了几年书，就不再失败了，就可以站在其他失败人士的头上，哗哗哗收钱了。还美其名曰是自己的本事。这样的人，出来混一定会还的。,100,//www.zhihu.com/pin/926685476430258176,2017-12-19 16:30
事情其实很简单。如果某人在赚钱的时候明明白白清清楚楚地说明自己现在是在赚钱，而不是在赚钱的时候把自己的意图隐藏起来，还让自己的粉丝或者是观众以为自己在做公益。这一切都完了。从来没有听过一个小卖部的老板说自己卖东西从不收钱吧，其实暗自收取路费吧。这不是商业欺诈是什么？但很不幸，这就是所谓知乎引领的知识变现的基石：把大V的免费内容和收费广告，知识星球等混淆起来，混淆的越成功，大V赚的钱就越多。拜托各位例如曾加这样的大V，把你们要收钱的文章标记出来，我不去看还不好嘛？曾加才刚本科毕业就这样城府，真不知道以后会怎样。我想，一定是更加成功吧,80,//www.zhihu.com/pin/926638542541828096,2017-12-19 13:24
在知乎大V一赞1000，一篇软文（只要带名字）10万的时候，我发现这些粉丝和大V之间的差距，只能越来越大。,57,//www.zhihu.com/pin/926635020395982848,2017-12-19 13:10
曾加，请你正面回应这条质疑，或者把你的抄袭文章下架（不要再继续骗钱）单纯拉黑我是没有用的。我会在群里公开你这些见不得人的伎俩,82,//www.zhihu.com/pin/926454829736337408,2017-12-19 01:14
有多少人因为曾加以前的数学答案而粉他，而现在，又因为曾加巧妙的软文给他点赞（从而让他赚钱）的？如果你是这样的人，请点赞。,118,//www.zhihu.com/pin/926454555504373760,2017-12-19 01:12
知识星球是什么鬼？都是什么不入流的，暴殄天物的割韭菜的人在里面？这样的公司，应该立刻举报让它倒闭。,66,//www.zhihu.com/pin/926454205930090496,2017-12-19 01:11
曾加的套路是这样的，以前是原创数学解答吸粉；现在也遭遇咪蒙一样的扩大受众提高产量的瓶颈了，于是就开始四处寻找热点话题，然后把不同答案糅合自己加工制造爆款，已经失去了底线。最后，他用自己的名声欺骗连高等数学都学不会的三本学生和20线高中生，反正他们人多，一人100块，一个月20万收入没问题。这就是这个森林弱肉强食的真正面貌。,129,//www.zhihu.com/pin/926435178771980288,2017-12-18 23:55
曾加，你借着失败人士对金钱的畏惧和贪婪，推销自己的什么知识星球。你扪心自问，山寨币里面有知识？这个知识星球里面除了收费，有知识？你这样不折手段的兑现自己早期积累的名誉，纵火自焚，沽名钓誉，四处走穴，给数学抹黑，脑子里现在只有金钱，你会成为2018年第一个倒下的大V。,73,//www.zhihu.com/pin/926434486296596480,2017-12-18 23:53
曾加专栏那篇“ 关于「三原色」：原来我们被骗了那么久”的文章，1.5K的赞；但是这篇文章的主要内容，也就是所谓RGB不如CMY的问题，其实完全是抄袭如下所示知乎问题答案中的内容（包括颜色相加变深变浅，；我们还可以看到，曾加给他点了赞。。这样的行为，不知道原作者 @三颗葱 和其他答案等作者如何处理？知乎如何处理？曾加的粉丝如何处理？,75,//www.zhihu.com/pin/926431552976523264,2017-12-18 23:41
好了好了。我们都知道你年收入1000万,51,//www.zhihu.com/pin/926429237573910528,2017-12-18 23:32
我打算把我的骨灰送给爱过我的人们。请你们把你们的地址留下这个游戏，我不玩了。无聊，无趣，无耻。,91,//www.zhihu.com/pin/926371209085427712,2017-12-18 19:41
美国哪家医院可以安乐死？,35,//www.zhihu.com/pin/926364069011656704,2017-12-18 19:13
我除了长得萌，只剩下蠢。我是否应该积极参与全球wipe计划？,41,//www.zhihu.com/pin/926353711723188224,2017-12-18 18:32
比特币目标价： 15000刀,29,//www.zhihu.com/pin/926025613845348352,2017-12-17 20:48
徐老师,57,//www.zhihu.com/pin/926005992400531456,2017-12-17 19:30
曾加的水平真的不怎么样。btc上不了2w，他就把让我改名的状态删了。呵呵,38,//www.zhihu.com/pin/925991348550062080,2017-12-17 18:32
btc肯定涨不到2w了，祝大跌,40,//www.zhihu.com/pin/925949181974663168,2017-12-17 15:44
中年危机我们每个人都会有。但曾加肯定不会有,51,//www.zhihu.com/pin/925787450690072576,2017-12-17 05:02
我打算每个月10%的工资去买比特币。2020年希望能达到曾加的水平,46,//www.zhihu.com/pin/925754713543372800,2017-12-17 02:52
曾加是从什么时候开始经营自己的知乎大号，又是从什么时候起，开始从悉心研习数学问题，到蹭社会热点、走起操纵粉丝欲望的咪蒙路线的呢？不过这都不重要。粉丝的智商真的很低，粉丝会相信我有1000个比特币，相信我是成功人士。你说什么他都信，随意一个想法两百多个赞，难怪一条软文十万人民币了。真不知道商家是如何对这些智障粉丝的购买力进行评估的。人类所谓的经济学，就是比谁掌握的智障粉丝多吧。此外，只是变现这行工资比程序员还高，我预测2018年曾加将会从baba辞职，正式走变现路线。以前看曾加回答概率论，数学问题，心里一直很好奇：是什么样的人，对数学有多么大的热爱，才能花那么多时间排公式编辑答案回答呢？现在看来，是我想多了。一切都是预谋，为了大V这个名号，为了钱而已,107,//www.zhihu.com/pin/925678754580328448,2017-12-16 21:50
2011年我没有投资比特币，反而买了黑莓股票，并且持有到了2014年底。那一次我亏了90%。这说明了什么？是否说明我该死,57,//www.zhihu.com/pin/925635222955986944,2017-12-16 18:57
如果没买比特币的人都死了，世界财富会如何分配？,32,//www.zhihu.com/pin/925633894787682304,2017-12-16 18:51
这种有意识在知乎上赚钱的人，已经不是人了。只是一架赚钱机器。其内心背负的恐怕是5套房子的房贷，4个小孩的学费，8个老婆的开支。否则，为什么要扭曲自己的心灵，参与到金钱这个肮脏的交易之中呢？为什么不能无拘无束自由自在的活着，失败了大不了去北极？他们的心中，没有北极。而没有北极的人，不能称之为人。只是赚钱机器,54,//www.zhihu.com/pin/925603168096747520,2017-12-16 16:49
清华大学成功人士大佬群,35,//www.zhihu.com/pin/925598901596192768,2017-12-16 16:32
如何评价曾加赚钱的欲望愈演愈烈，一个月要赚一个btc才肯罢休？这说明曾加成熟了吗？曾加的结局会是什么？1，走上成功巅峰，正如其他清华优秀学子一样2，赚的钱越来越多3，靠写软文，开live起家，成为知乎第一赚钱大V,24,//www.zhihu.com/pin/925598202539950080,2017-12-16 16:30
曾加已经从解决数学难题，沦落到回答答案显而易见的鞭尸问题（例如一起批判某标题党）吸粉了。无奈，人各有志,84,//www.zhihu.com/pin/925430562546577408,2017-12-16 05:23
2018年将是虚拟货币元年 届时 立党和曾加都会吃掉对方的。,54,//www.zhihu.com/pin/925410422647971840,2017-12-16 04:03
你为什么不买oppo R11s 拍照手机，前后两千万,36,//www.zhihu.com/pin/925346136898678784,2017-12-15 23:48
真为立党打抱不平，这么好的学位，不去ico，真是可惜了,28,//www.zhihu.com/pin/925321475360034816,2017-12-15 22:10
我该如何活着,22,//www.zhihu.com/pin/925294156549455872,2017-12-15 20:21
你的中年危机何时到来？1，现在2，明天3，昨天,39,//www.zhihu.com/pin/925285610646679552,2017-12-15 19:48
如果没有利用，欺骗和剥削，富人是不是永远也富不起来了？那他们可该怎么办呀，想想都揪心。躺在浅色床单上，我这么思考着,44,//www.zhihu.com/pin/925241593514950656,2017-12-15 16:53
如果去年用一年到手工资，大概20万刀，买了比特币。。。wtf,28,//www.zhihu.com/pin/925240031859171328,2017-12-15 16:46
google E5 的平均年薪是？答案， 税前560k （56万美金），大头是股票。税后大概28万美金左右，也就是税前380万人民币，税后190万人民币。这只是中层工程师回什么国？来湾区挖人的快手，腾讯，阿里巴巴hr想好了自己挖的都是些什么人么。。,20,//www.zhihu.com/pin/925239774077251584,2017-12-15 16:45
zs是失败人士的基本人权需要快速，无痛，最好是全球同步的那种,19,//www.zhihu.com/pin/925238582138933248,2017-12-15 16:41
大家好，我根本没钱我对不起大家我中年危机了我zs,34,//www.zhihu.com/pin/925233375556427776,2017-12-15 16:20
什么中年危机，不如直接中年zs。人类完全就是自欺欺人，自找麻烦。,26,//www.zhihu.com/pin/925186776302129152,2017-12-15 13:15
失败人士生孩子？等着上帝扇你耳光失败人士的唯一出路：去北极，拉网线，开uber，吃米粉降低自己生活的成本，并且永不成家，永不结婚，永不生孩子。像立党这样家里没几个比特币的人还要结婚，必死无疑,27,//www.zhihu.com/pin/925181866814754816,2017-12-15 12:55
有希望了,50,//www.zhihu.com/pin/925045096627195904,2017-12-15 03:52
666666,41,//www.zhihu.com/pin/925039413559189504,2017-12-15 03:29
合法的骗，义务教育,13,//www.zhihu.com/pin/925039156154785792,2017-12-15 03:28
世界上有三种骗：1，合法的骗，例如广告，银行理财服务，保险服务，直播live，培训班，甚至工资（对你价值的欺骗）和税收（对其用途的欺骗）2，非法的骗，例如传销，诈骗3，介于合法和非法之间的骗，例如赌博和比特币，区块链，区块链创业,35,//www.zhihu.com/pin/925035786551619584,2017-12-15 03:15
2018年最火专业，不是数据分析，不是深度学习，不是VR，不是社交网络，而是：区块链专业！,39,//www.zhihu.com/pin/925021275178287104,2017-12-15 02:17
华为和腾讯有区块链部门，head of blockchain...,32,//www.zhihu.com/pin/925020047417409536,2017-12-15 02:12
以前我都插科打诨，现在我说几句真话：1，加密货币市场是多人全球24小时在线的，新时代的赌场。其于2016年年底开始火，至今2，加密货币赌场的最大特点，是筹码的加密性，永久性；其次，因为是全球参与，其筹码的吸筹特性强，速度快，一天可以暴涨100%以上3，加密货币赌场也拥有其他赌场的缺点，例如易盗，手续费高，交易延时长，筹码混乱，交易所可靠性难以辨别且多为不学无术的旁门左道程序员所写4，加密货币赌场现已拥有全球2300多个华人微信群，群内每秒钟都有新的报价，和追涨杀跌的戏码上演5，许多人因为加密货币赌博游戏放弃了工作，或者心不在焉6，许多早入场的人因为加密货币赌博游戏赚了一套房7，筹码发行方（简称ICO，区块链创业）不需要写一行代码，就可以发行几亿个筹码；等到庄家拉升，筹码吸筹到几十刀一个时，就可以摇身一变成为成功人士8，筹码的价格和技术无关，与且仅与知名度有关9，2020年后，世界传统赌场将会倒闭；只剩下加密货币这一种全球大型多人在线筹码赌局,125,//www.zhihu.com/pin/924867111852658688,2017-12-14 16:05
曾加，我请问你。你binance的账户都没开通，你是怎么买xrp的？你现在胡乱瞎猜，号称什么百发百中（实际上昨天起，eth，ltc都开始跌了），这一波韭菜行情结束后，币圈崩盘，币市大跌，韭菜们家破人亡妻离子散，看他们来不来杭州找你,32,//www.zhihu.com/pin/924821254147096576,2017-12-14 13:02
为什么立党和小熊分手了几百次，据说又又又又在一起了？立党到底每次都耍什么把戏，装女人吗？灰色小熊你的原则呢？你懒到新男朋友都不去找，不敢找了吗？你这样的人生有什么前途？,69,//www.zhihu.com/pin/924632718525300736,2017-12-14 00:33
大家好，因为我指出比特币及其加密货币，ico体系以币还钱，以钱吸筹的赌博做法，以及那些做矿机，开矿场的赌场本质，即将被大佬追杀。我打算直接zs,49,//www.zhihu.com/pin/924597567233667072,2017-12-13 22:13
呵呵。曾加都开始推荐币了，所有人的男朋友女朋友老婆丈夫失业的工作的tech的finance的，都在买币了。不愧于全球最大同步赌博系统,30,//www.zhihu.com/pin/924585376174542848,2017-12-13 21:25
呵呵。曾加都开始推荐币了，所有人的男朋友女朋友老婆丈夫失业的工作的tech的finance的，都在买币了。不愧于全球最大同步赌博系统,12,//www.zhihu.com/pin/924585350622801920,2017-12-13 21:25
比特币二周内不跌50%我直播立党在灰色小熊面前哭,81,//www.zhihu.com/pin/924266779371548672,2017-12-13 00:19
1周之内，比特币必须完蛋。以btc，eth为首的货币将会大跌50%以上。我认识的持有近10000个币的中科大某持币女已经卖掉了，她卖了几个亿转手租了个地下室住，继续开发矿机。由此可见，大佬拿了7年，凭借多年的商战经验，都出手了，她察觉现在已经进入纯粹的韭菜阶段。另外，该大佬现在只有12个比特币（卖掉了12000个）。该大佬现在逢人就讽刺说自己亏了40w，因为卖的太早了。其实心里盼着大家亏成屎，转而获得自己卖的好的优越感，不可谓不变态。大家快跑,71,//www.zhihu.com/pin/924228392337887232,2017-12-12 21:47
方才一位理论高能物理的phd来问我要不要买莱特币。这泡沫是到头了,45,//www.zhihu.com/pin/924083689235709952,2017-12-12 12:12
跑吧,90,//www.zhihu.com/pin/924061712911462400,2017-12-12 10:44
我不说了。美国韭菜真可怕。全世界blockchain表演时间到,27,//www.zhihu.com/pin/924060803062054912,2017-12-12 10:41
ICO that works,18,//www.zhihu.com/pin/923962995320483840,2017-12-12 04:12
我已经没钱了，建议大家all in,35,//www.zhihu.com/pin/923806081429065728,2017-12-11 17:48
All in.,22,//www.zhihu.com/pin/923778914330669056,2017-12-11 16:00
建议jeff dean 研究blockchain，解决bitcoin 的支付问题,25,//www.zhihu.com/pin/923776228390625280,2017-12-11 15:50
比特币2017年12/31日零点到底价值几何？答对者可以获得比特币一个（从曾加钱包发出）1，1000（单位为美金，下同）2，50003，100004，150005，200006，300007，400008，500009，100000,56,//www.zhihu.com/pin/923605476538236928,2017-12-11 04:31
和几个成功人士聊天。发现人赚了钱，思维还是那么庸俗。吃喝拉撒，依然是个mortal。这些人，赚了钱和没赚钱，有什么区别呢？那么俗人为什么这么喜欢追求钱？追求赚钱，还不如追求zs。起码后者，你的精神世界是真的升华了。你看破了地球online的本质，你也看破了mortal的本质。,45,//www.zhihu.com/pin/923575314601836544,2017-12-11 02:31
决定一个男人事业上升和深夜zs的，分水岭究竟是什么？,39,//www.zhihu.com/pin/923560915325472768,2017-12-11 01:34
这个世界总有人比你成功，你怎么看1，不看2，看，看完zs3，看，视而不见4，看，回家睡觉,35,//www.zhihu.com/pin/923553197705424896,2017-12-11 01:04
距第一次成功ZS还有10小时。,26,//www.zhihu.com/pin/923546967209394176,2017-12-11 00:39
有人说比特币是庄家坐的局。人类社会什么不是局呢？我是歌手是局，中国好声音是局，明星的诞生是局。你的出身是局，本科是局，选专业也是局。房价是局，学区是局，权利还是局。如果说是局，那么比特币反而是受单一玩家影响最小，最为民主和公平的局了。这个局，我愿意all in。,78,//www.zhihu.com/pin/923470164406910976,2017-12-10 19:34
人类可怕吗？请列举人类可怕的特质，下面试举几例：1）自私2）贪财3）不公4）残害同类5）欺骗伪装等等,38,//www.zhihu.com/pin/923446060249288704,2017-12-10 17:58
为什么人类社会鼓励行骗？骗的越多，赚的越多？,31,//www.zhihu.com/pin/923441084328349696,2017-12-10 17:38
灰色小熊真的很肥吗？。。,74,//www.zhihu.com/pin/923251521488941056,2017-12-10 05:05
崩了崩了。即日zs,46,//www.zhihu.com/pin/923196428777299968,2017-12-10 01:26
我最讨厌的人就是曾加了钱比我多粉丝比我多人比我帅本科比我好关键是知乎官方还不敢动他给他加了V可怕可怕社会社会相比之下，徐老师和我们才是真正的贫贱,112,//www.zhihu.com/pin/923091228892692480,2017-12-09 18:28
一个市场如果没有“善良”，那么这个市场迟早要崩,15,//www.zhihu.com/pin/923077502550556672,2017-12-09 17:33
因为没有一个人愿意捐比特币，所有拥有比特币的人都在高点卖掉了，所以，比特币将大跌到10000以下。that is 人性。人性的本质就是自私，私欲，踩踏。那些赚了几千万刀的人，又会用这些钱做什么事呢？人的欲望为什么如此无穷，人的欲望，会让人变成魔鬼么。,28,//www.zhihu.com/pin/923077340272922624,2017-12-09 17:33
因为不合群，所以应该早日zs。世界属于群内人,26,//www.zhihu.com/pin/923066690339438592,2017-12-09 16:50
比特币,17,//www.zhihu.com/pin/923060004748931072,2017-12-09 16:24
中国人的人口和对财富的追求，决定了世界多种资产的增值1，湾区房产2，比特币,37,//www.zhihu.com/pin/922856652148404224,2017-12-09 02:56
大家好，明天我就过生日了，我的生日梦想就是有30个比特币。谁给我30个比特币我就和谁睡一晚（原价100个，现在3折特惠大酬宾）。谢谢大家的关爱。另外一只eth肥猫也是可以的。我将为你免费献唱100首。,60,//www.zhihu.com/pin/922843015040036864,2017-12-09 02:02
各位几千btc，几万eth，几亿山寨币的大佬们，欢迎给北极基金会募捐。本基金会的所有款项将用于建设北极失败人士社区。社区的主要任务是，开uber，吃米粉，拉网线。,31,//www.zhihu.com/pin/922820138773307392,2017-12-09 00:31
,33,//www.zhihu.com/pin/922813641049792512,2017-12-09 00:05
知乎的很有想法显然又是一个人为操纵，力推大v的拙劣产品。正如知乎电子书（人为推动某大V，后来撕逼），知乎live毫无节操的市场部筛选，知乎首页干扰推送。甚至知乎本身就是一个手动大V线上线下同时营销的产物，这已经完全植在了知乎的基因里，抹不去的。这种对媒体和信息不要脸的操纵，注定知乎狭隘的未来，以及其的所谓市值，最后连比特币1/10000也到不了。只是纯粹是一家营销公司，其CTO在业内查不到人。今天“比特币”话题，老子1周前发了几百条比特币的想法，似乎不存在。曾加发了一条想法就被算法“自动”收录，我还记得曾加上次和我说：“我有知乎很多黑幕，他们不敢拿我如何”。说的应该是知乎管理员运营的一些手腕和技巧吧。,89,//www.zhihu.com/pin/922804559421210624,2017-12-08 23:29
和知乎live比起来还是小巫见大巫了～全面赚钱，全民狂欢；任何资质都可以开，三五用户也可以开：全看市场部的营销策略。为了现金流不要紧，为了估值，也不需要什么道义道德，质量把控。什么，最近没人听了？500块钱live券免费送。我觉得，送几个比特币还是更靠谱的。,29,//www.zhihu.com/pin/922802646998827008,2017-12-08 23:21
徒有虚名：互联网上有一定名声的人士，但身上没有一个比特币。,53,//www.zhihu.com/pin/922775278750048256,2017-12-08 21:32
这不公平，我认为你应该吃徐老师的jj，同时徐老师吃你的j j,43,//www.zhihu.com/pin/922755274373656576,2017-12-08 20:13
