idea,votes,url,time
在大陆100线城市郴州都覆盖支付宝支付之际，蚂蚁金服是不是中国最有前景的互联网公司？其前景如何？（此处at曾加加）,40,//www.zhihu.com/pin/908298762330808320,2017-10-29 23:48
麦丹劳真好吃,45,//www.zhihu.com/pin/908062243694952448,2017-10-29 08:08
童哲不是？,28,//www.zhihu.com/pin/908048751927631872,2017-10-29 07:14
谁会唱这首歌，请教我,49,//www.zhihu.com/pin/908038834248265728,2017-10-29 06:35
华南理工大学附近哪里旅店比较便宜？,39,//www.zhihu.com/pin/908036219829555200,2017-10-29 06:25
轮学圣地巡礼,321,//www.zhihu.com/pin/907974772291244032,2017-10-29 02:20
据我了解，成功人士都在大城市。就算不是出身在大城市，父母也会在自己求学的时候良禽择木而栖选择搬到大城市我所了解的这么做的人有：1）曾加（北京->上海）2）立党（天津->德州）3）江老师（蚌埠->合肥->北京）广州也有很多湖南、安徽等四线城市稍有觉悟的父母举家搬来的。而留在湖南五线城市的人，不但是对子女不负责任，这辈子也无法成功了,95,//www.zhihu.com/pin/907944933400174592,2017-10-29 00:22
广东特产都有：郴州小鱼干，临武鸭,54,//www.zhihu.com/pin/907936286783729664,2017-10-28 23:47
所以说，wonder woman和手撕鬼子有什么不同？,22,//www.zhihu.com/pin/907926705231749120,2017-10-28 23:09
为了成功我应该看哪本书？紧急求问。,112,//www.zhihu.com/pin/907885135216312320,2017-10-28 20:24
哪个好吃？,42,//www.zhihu.com/pin/907878916590223360,2017-10-28 20:00
我有个深深的担忧当这些青年失败人士长大之后，他们该怎么办呀；他们会让社会充满了压抑和忧虑吗？毕竟他们这么负能量。聚集多了可不好,56,//www.zhihu.com/pin/907781707379007488,2017-10-28 13:33
大家好。我回国了。请等待我即将加入快手的消息,149,//www.zhihu.com/pin/907770648295383040,2017-10-28 12:49
当今世界，人与人之间的智商差距已然不大（或者说，绝大多数人智商都并不突出）。那么这个社会奖励的是哪一类人呢？1）勤奋努力，坚持不懈。因为世上无难事只怕肯攀登；只要坚持就能修成正果；2）胆子大。敢于冒险。风险大回报才大。例如2010年全款买房和买入比特币的人。智商要求不高，又不需要勤奋努力钻研难题，但是胆子大就成功3）丰富的社会资源。因为种种原因具有丰富的社会资源。导致可以联合数位成功人士一起干大事，例如开基金，炒房。合作的力量大，强强联手，力量更大。需要别人无法获得的人脉。而这种决定成功的人脉，肯定不是在网上直播/撕逼/吸粉/live就能得到的。毕竟成功人士都是闷声发财4）爸爸,73,//www.zhihu.com/pin/907709233270263808,2017-10-28 08:45
徐白左江，各有各的失败。所以他们才会热衷于知乎。徐老师的失败在于坐拥北京5套房产，济南10套房产，奶茶妹妹前男同学的地位不要，要来美国追求科学。他的失败在于逆流而动，不学机器学习，不继承千万家产江老师的失败在于，akfbhifoekshdjjdjs,64,//www.zhihu.com/pin/907699152210255872,2017-10-28 08:05
这个世界上的人足够多，才导致无论什么样的人，无论什么样子的手段，都有钱可赚,29,//www.zhihu.com/pin/907693241810976768,2017-10-28 07:42
为什么中国海关，中国人的队伍最长最慢；外国人的队伍最短最快；而在美国，美国公民的通道最短最快，外国人的通道最长最慢。原因何在？,41,//www.zhihu.com/pin/907680163887202304,2017-10-28 06:50
国内的互联网企业发展的那么好，为什么程序员还要来挤没吃没穿没玩没乐没人没房的硅谷湾区？傻？,57,//www.zhihu.com/pin/907479373784150016,2017-10-27 17:32
难道不是应该自动插入“谢邀”，“以上”，“一觉醒来”，“已授权维权卫士”，“请关注我的微信公众号”吗。。,39,//www.zhihu.com/pin/907434094099804160,2017-10-27 14:32
江老师，我恨你,47,//www.zhihu.com/pin/907237226292535296,2017-10-27 01:30
什么样的女人会嫁给失败人士，同样失败的人吗？,33,//www.zhihu.com/pin/907098760380289024,2017-10-26 16:19
一首歌听完一遍就能复述是什么感觉？,11,//www.zhihu.com/pin/907074949727502336,2017-10-26 14:45
什么是女人的直觉，女人的直觉有效吗？,29,//www.zhihu.com/pin/907059881489059840,2017-10-26 13:45
为什么通宵睡觉对身体不好,67,//www.zhihu.com/pin/906938016279605248,2017-10-26 05:41
立党，你有毛病啊,50,//www.zhihu.com/pin/906931586474512384,2017-10-26 05:15
成功后，你会怀念现在的失败吗？为什么,32,//www.zhihu.com/pin/906822016741429248,2017-10-25 22:00
你为什么要做码农，不去做生意,30,//www.zhihu.com/pin/906725790965518336,2017-10-25 15:37
这个人是谁，问得挺好的,40,//www.zhihu.com/pin/906704376506036224,2017-10-25 14:12
事实证明，千万别去微软,25,//www.zhihu.com/pin/906688443796312064,2017-10-25 13:09
既然人生是一次死亡我们为什么不大胆一点？其实一切早已注定内心的最后，会得到安宁,52,//www.zhihu.com/pin/906682752813658112,2017-10-25 12:46
我们怎么做，才是对的？这个世界对平庸的人，如此残忍,94,//www.zhihu.com/pin/906677252185235456,2017-10-25 12:25
大家好，下面公布一条重大消息：我是韭菜,115,//www.zhihu.com/pin/906511458356375552,2017-10-25 01:26
米粉有你的xx臭？呵呵,16,//www.zhihu.com/pin/906421806706266112,2017-10-24 19:29
大家好。一周后我会公布一件大事,103,//www.zhihu.com/pin/906193770195644416,2017-10-24 04:23
看了曾加的动态我压力好大，全都是成功人士的经历工资等。取关了。关注我，去北极。现在推荐你周围的同学购买我们的终身北极VIP会员卡，推荐20个人省200元；40个立减400元。终生有效，附赠纪念币，北极熊玩具，北极熊鼾声录音多平台下载。,80,//www.zhihu.com/pin/906159172770140160,2017-10-24 02:06
我关注了曾加，发现他最近都在关注工资类话题。可能北京的生活真的太累了吧。没有年薪200万，买不起房。所以，知识变现可能真的是当代知识分子特别是精英的迫切、真切的物质需求，而不是矫揉造作。他们要在北京活下去，所以，你们这些韭菜就忍忍，捐点钱给他们吧。一个人1美金，16亿人也有16亿美金。这样曾加活得就开心，轻松点，睡着也会笑了。但是童哲自己已经有了2套北京大房子外加股市收入，他这样的人我们决不捐钱。#抵制万门大学 从今日做起,112,//www.zhihu.com/pin/906151897363951616,2017-10-24 01:37
教育的价格究竟如何决定呢？教育的劳动如何衡量？这是坐地起价，还是合理、充分竞争的结果？互联网教育做到了“因材施教”吗？,25,//www.zhihu.com/pin/906144536406536192,2017-10-24 01:08
当你看到别人想赚钱，自己也想赚钱的时候，人性的恶就暴露了出来。,75,//www.zhihu.com/pin/906031502887329792,2017-10-23 17:39
我到希望人性本善。但王婆卖瓜一定是自卖自夸的。谁去戳穿？上帝吗，呵呵,39,//www.zhihu.com/pin/905964259809763328,2017-10-23 13:11
俗话说，水能载舟，亦能覆舟只允许水载舟（让知乎群众为自己的买卖叫好，成为自己公关部门的一言堂，甚至天堂），而不允许水覆舟（让自己的韭菜开始反思，批判，并有独立思考之能力），这是要把知乎建设成美丽新世界？现在知乎的矛盾显然是日益增长的大V宣传和变现的能力和韭菜们不够用的收入与智商之间的矛盾吧,50,//www.zhihu.com/pin/905944867545833472,2017-10-23 11:54
同样是北大毕业，童哲的境界、心地和智慧与柳智宇相比，差了大概10024个江汉臣,59,//www.zhihu.com/pin/905847107764916224,2017-10-23 05:26
童哲老师，不打不相识。把我取黑吧。我保证以后再也不怼你不让你生气。好吗？谢谢，请大家转发让童哲老师看到,92,//www.zhihu.com/pin/905842503673245696,2017-10-23 05:08
你感恩生活吗？如果你这次投胎去了非洲，你会如何活下去？,44,//www.zhihu.com/pin/905834817783042048,2017-10-23 04:37
问个问题：这个世界上有哪些有前途的科技公司开在加州以外？,44,//www.zhihu.com/pin/905762652974788608,2017-10-22 23:50
逃离加州，是当代程序员最合理的选择。加州适合两种人：1）极端穷困的非法移民2）企业director，VP,27,//www.zhihu.com/pin/905761819595915264,2017-10-22 23:47
程序员来硅谷是自寻死路吗？,21,//www.zhihu.com/pin/905759392742293504,2017-10-22 23:37
都是谁在支持童哲呢？我看了一下他最近的想法：1，很多人表达万门大学学费太高的问题2，很多人表达万门大学的内容完全可以在网上找到，希望万门大学对韭菜温柔点3，童哲本人对自己的6w粉丝沾沾自喜，一本满足4，童哲本人现在还在对一个我在10年前就写过的关于行列式解释的，在人人网大火的行列式方面的文章进行宣传，他本人真是30年如一日啊5，童哲在知乎宣传自己炒股的利润（故意不澄清资产单位），却对自己万门大学负债，利润，工资只字不提在这样的情况下，还是有2，3个粉丝不遗余力的支持童哲校长的任何想法。这是为什么呢？真诚求问,78,//www.zhihu.com/pin/905700910669144064,2017-10-22 19:45
随着童哲，江汉臣等人的走红，知乎是否成为中产阶级的快手？,55,//www.zhihu.com/pin/905686851555057664,2017-10-22 18:49
你的人生如果不去割韭菜，你会安心吗,30,//www.zhihu.com/pin/905684592729423872,2017-10-22 18:40
为了成功，你需要牺牲什么？1，自己的脸（去整容）2，自己的过去（去包装）3，自己的朋友（他们看不惯你，走了）4，自己的哲学（不说失败，只想成功；否定失败，每天早上起来喊成功）但你得到了成功了金钱还有就是保证未来子孙都可成功的宝贵的经验和成功的圈子。得可偿失那你为什么不去成功呢？,35,//www.zhihu.com/pin/905668861241487360,2017-10-22 17:38
性格决定命运，种瓜得瓜，种豆得豆；求成功者得成功10年后，江老师一定是我们当中最成功的人。欢迎大家现在预定成功学书籍《我和万门二三事》，《万门，我的第二个家》，《他改变了万门 ——万门大学特级教师汉臣自传》,47,//www.zhihu.com/pin/905629055132266496,2017-10-22 14:59
一个无欲无求的人才是真正自由的人,46,//www.zhihu.com/pin/905484924187389952,2017-10-22 05:27
说得好。下面向大家分享介绍一个我的朋友：,35,//www.zhihu.com/pin/905477806017302528,2017-10-22 04:58
没有永恒的朋友，只有永恒的利益,52,//www.zhihu.com/pin/905457452637024256,2017-10-22 03:37
男人成家之后每天的行动就是为了自己的事业和赚钱。这样的男人才是有前途的。打拼自己的名气，自己要做CEO。遇到挑战从不怀疑因为心里有一条光明的大路：成功。是这样的吗？我们会彻底败给这样的人的。因为他们真的会成功（社会资源总会交给这些年轻力壮的毕业生手里的）。到了那时候，你该怎么办？,16,//www.zhihu.com/pin/905456445127442432,2017-10-22 03:33
你们晚上都怎么给自己充电？,36,//www.zhihu.com/pin/905397019527864320,2017-10-21 23:37
对不起大家，给大家传递了1年的负能量。去北极是一个人的征程，米粉一个人就可以吃饱了，网线也可以一家一个。成功是别人的，需要向全世界颁奖宣传；失败是自己的，对自己说就可以了。不多说了，给你们一份正能量，北极的房价还很便宜，祝愿大家2018年猪年成功！,139,//www.zhihu.com/pin/905383080916086784,2017-10-21 22:42
你们午饭都吃什么？1，麦当劳2，肯德基3，硬嗯嗷4，熊猫快递5，烧烤6，高级中餐7，郴州鱼粉8，湖南米粉9，桂林米线,50,//www.zhihu.com/pin/905299591885688832,2017-10-21 17:10
中年男性做什么最可悲？1，上网打发时间2，酒桌上吹自己往事3，在家乖乖带娃4，上leetcode刷题5，听知乎live6，玩网络游戏7，沉迷赌博,72,//www.zhihu.com/pin/905246991303749632,2017-10-21 13:41
金榜题名时，洞房花烛夜，一觉醒来千赞。哪一个让你最开心？,47,//www.zhihu.com/pin/905151359213629440,2017-10-21 07:21
有的人从成功到成功，有的人从成功到失败；有的人从失败到成功，有的人从失败到失败。这些人的比例如何呢？,31,//www.zhihu.com/pin/905141995471769600,2017-10-21 06:44
就是想的太多了吧。有一顿没有下一顿开uber，接单吃麦当劳的中年男性最幸福,20,//www.zhihu.com/pin/904876170131849216,2017-10-20 13:08
一个男人，如果既不是在提高自己的事业，又不是在赚钱的话，那是不是就是无能？,74,//www.zhihu.com/pin/904622398721298432,2017-10-19 20:19
人的大脑不是黑箱？人的大脑为什么需要那么多神经元？宇宙为什么需要那么多粒子？3个参数描绘的是真空中的球形立党吧,17,//www.zhihu.com/pin/904540110796955648,2017-10-19 14:52
一个男人，他的首要目的是养家糊口；一个女人，她的首要目的是生孩子。是吗,28,//www.zhihu.com/pin/904512823376527360,2017-10-19 13:04
从发现引力波和alpha zero的诞生来看，我们认识到人类和宇宙模式之间还有那么一层没点破的隔膜，这关系到人类的智力，宇宙的奥秘。一旦这个科技树被点破，那么，发现外星人的日子也就不远了。。但我仍然相信基本的能标、时间空间尺度人类无法突破，例如人类不可能瞬移，也不可能造出戴森球。到了25世纪，住房将仍是人类头痛的大问题，到时候北京的房价将真正超过宇宙中心（北京的外星互助友好城市）,42,//www.zhihu.com/pin/904379469390553088,2017-10-19 04:14
Google DeepMind 作围棋显然不是想做围棋这么简单，而是想从RL入手，彻底解决机器”模仿”，“学习”和“理解”的问题，实现超越分类模型的强人工智能（强AI）。私以为在湾区各大公司里，也只有Google有实力去实现这件事了。看看Amazon Alexa里面的一万条if else，做了几年只能播放歌曲；绝大部分其他公司所谓ML岗位，实则每天调参数，手动写规则，我们就不难能得出这样的结论。当然这可能是产品部门的常态；但就算拿纯研究部门相比，Google DM选择项目的眼光和人力物力，也让其他公司难望其项背。因此，如果说本世纪有一家公司首先实现强人工智能，那么他一定是Google。现在All in Google。你还有机会。拿起你身边电话拨打吧，8008105888，未开通800电话的地区请拨打山东省天津市立党家热线电话022-9537876进行股票订购。,68,//www.zhihu.com/pin/904377528241512448,2017-10-19 04:06
怎么才能学到一定能赚钱的技术呢？很多人在迷茫中选择了成为大V,42,//www.zhihu.com/pin/904338164174090240,2017-10-19 01:30
2017 年，还有人用thinkpad吗,22,//www.zhihu.com/pin/904174332474531840,2017-10-18 14:39
2017年10月我最佩服的三个人：曾加，mc天佑，采铜为什么天佑去了快手？以前不是某桌面直播平台的人么？,49,//www.zhihu.com/pin/904018652417028096,2017-10-18 04:20
2017年，还有必要买nvidia的1070显卡吗？是不是太贵了点，收了太多智商税？,29,//www.zhihu.com/pin/904001166414012416,2017-10-18 03:11
我所有状态里也只有这个英文的没删。由此可见某乎管理员的学历,27,//www.zhihu.com/pin/903933531147972608,2017-10-17 22:42
Triumvirate,34,//www.zhihu.com/pin/903927387226628096,2017-10-17 22:18
离开加州：全人类共同的选择,41,//www.zhihu.com/pin/903322786651709440,2017-10-16 06:15
2017年，windows 10在UI，稳定性和易用性方面超过mac os X high serria了吗？,34,//www.zhihu.com/pin/903288487009239040,2017-10-16 03:59
人生这游戏的最终目标，就是成功吗,35,//www.zhihu.com/pin/903278838788845568,2017-10-16 03:20
Look like a Penis ,51,//www.zhihu.com/pin/903243455367700480,2017-10-16 01:00
我想了很久，我发现我连基本的人都不如。未来一条路，去北极卖米粉。冰冻米粉，5块钱一份。冰炒米粉，冰粉。,70,//www.zhihu.com/pin/903220399781920768,2017-10-15 23:28
如果我说，爱我没有如果；错过就过，你是不是会难过；若如果拿来当借口，那是不是有一点弱？,46,//www.zhihu.com/pin/902937143094231040,2017-10-15 04:43
可怕,83,//www.zhihu.com/pin/902856731248513024,2017-10-14 23:23
成功人士净赚100%,24,//www.zhihu.com/pin/902800068269228032,2017-10-14 19:38
今生唯一,57,//www.zhihu.com/pin/902798558655340544,2017-10-14 19:32
欢迎大家转发,7,//www.zhihu.com/pin/902797460536258560,2017-10-14 19:28
致所有比我帅的人。,118,//www.zhihu.com/pin/902796239242981376,2017-10-14 19:23
徐老师比我帅1000倍。真可怕,28,//www.zhihu.com/pin/902789539257597952,2017-10-14 18:56
不知道比清华最丑博士江老师帅多少倍@ @江踏歌,57,//www.zhihu.com/pin/902492838202408960,2017-10-13 23:17
这玩意发布会上专门提到了。不仔细看原版发布会，负分,41,//www.zhihu.com/pin/901833625495072768,2017-10-12 03:38
当你真正想走的时候你不会多说你会默默地走这感觉多么熟悉日记一页一页翻开照着剧本前行空中只剩下坚决的气息月光比车灯还要亮风声飕飕却深得吾心这是我最后一次逆风而行它和我一样决绝仿佛踏入无人之境路忘不到头也有终尾日记本的开端是上一个结局明月之下我会记住繁星当你真正想走的时候你会默默地走不会留下叹息,107,//www.zhihu.com/pin/901480969299750912,2017-10-11 04:16
人类的本质是梦想。成功是梦想，金钱是梦想（甚至信仰），努力工作，卖身工作，膜拜知识，膜拜强者，这是生存的法则。买房，炒股，这叫做投资理财。没有了这些东西，一个中年人百无聊赖的该怎么活？他的生命里已经没有其他东西了可以维持生活下去了，除了一个可以一辈子效劳的神：金钱。而没有这个梦想和神的人，只有一条出路：____,76,//www.zhihu.com/pin/901425375985471488,2017-10-11 00:35
如果我每次出生看到人类贫富差距就按比例zs，那么我投胎多少次，会看到一个贫富差距有限，成功人士的回报有上限（而不是如现在这样无限大），底层人民生活也有尊严的社会？,50,//www.zhihu.com/pin/901400842398265344,2017-10-10 22:58
特斯拉：美国的乐视。不出1年即被传统车商打败,22,//www.zhihu.com/pin/900875453359906816,2017-10-09 12:10
为什么千万不要去特斯拉工作？因为特斯拉现在还在用手工造车。。,25,//www.zhihu.com/pin/900874888114515968,2017-10-09 12:08
很多人问勃学是什么。我不能代表勃学，我也代表不了曾老师，但我自认为比江老师，童校长等人还是略懂一些：我认为，勃学的第一步，就是要不因对方学历，收入，粉丝数而盲目支持。也就是，破除偶像。第二步是要认清自己在社会中的位置，不要中了成功人士精心准备的“希望安慰剂”，除非他真的直接教你赚钱，而不是靠着小伎俩骗你反而自己赚钱。第三步，就是要自力更生。读书是吧，你自己去找啊；学英语是吧，你自己去学啊；转行是吧，你自己去转啊？失败人士可以抱团取暖，也不要交钱去给罗振宇听那些知识变现的废话。知识变现的唯一合法途径就是买书。那么多人类先贤的书，你自己不去买，不去图书馆看？为什么这么喜欢拾人牙慧，这么喜欢做大V的韭菜，去参加什么培训班？被生活的艰难欺负惯了？这主要针对失败人士而言，成功人士早就明白了这个道理，不需我们去提醒。所以，勃学也主要是属于失败人士的哲学。当然我知道在这个平均收入4000人民币的知乎，在这个大家真实生活拮据贫穷痛苦必须依靠罗振宇李笑来编织的假大空的精神鸦片：希望让自己振作的知乎，这一点很难办到。想要学习，实践勃学的，可以先从这几步做起。摘自： 北极手稿,319,//www.zhihu.com/pin/900781125782376448,2017-10-09 05:55
因而大家智商越来越低了。翻译的文章也可以点赞的,35,//www.zhihu.com/pin/900765217672335360,2017-10-09 04:52
我看，曾老师（现在已经永远退出知乎）的是为什么童哲不开班教大家炒股，而是教那些没有用的东西。炒股不是知识？为什么要在知乎通过美股收益证明知识的价值？动动脑子,29,//www.zhihu.com/pin/900765055147225088,2017-10-09 04:52
这也是为什么曾加，傅偓成（俯卧撑）等人不遗余力的宣传自己的知识价值，却注定失败的缘故,62,//www.zhihu.com/pin/900402015891521536,2017-10-08 04:49
其实中国的明星才是真正的大V：他们不用开live却可以获得上亿元的收入，并且撑起微博的几乎全部市值。。相比之下，知乎上的这群每天想着如何变现的明星，真是可笑了。知识根本无法是变现。你长得丑，做不了鹿晗，这辈子就和变现绝缘。,257,//www.zhihu.com/pin/900400036918206464,2017-10-08 04:41
谁是鹿晗，可否给我解释一下？,58,//www.zhihu.com/pin/900381492935557120,2017-10-08 03:27
大家好。这是我的女朋友，@童哲轮,71,//www.zhihu.com/pin/900363792448393216,2017-10-08 02:17
随着童哲老师的成功，我决定彻底永久退出怼人圈。以后，我的人生只有赞美和热爱，积极和阳光。成功人士从不怼人,156,//www.zhihu.com/pin/899659682124271616,2017-10-06 03:39
知乎上的女性不应该听live，而是应该想想如何成为童哲的女朋友,118,//www.zhihu.com/pin/899612563728367616,2017-10-06 00:32
童哲是我认识的最有钱的大V。他一年不上班赚的比其他大V上班10年还多。他不投机，不冒险，不做期货，不买比特币，实打实的靠着本金，投资人类的硬通货科技，他的的收入才真真代表了知乎。,86,//www.zhihu.com/pin/899595705285492736,2017-10-05 23:25
20年之后，立党在德州成为了一家当地VR单片机公司的科技领导中坚；徐老师把北京的一套房子卖了，换了1000万刀隐居在palo alto富人区湖心岛，没事干的习惯就是打开arxiv，在ipad20上做虚拟实验；江老师混的最差，但也是巢湖地区微信群里数一数二，年利润百万靠大数据分析自动配对的红娘，上街能讨几只猫，每每也可以吹自己清华毕业特奖往事。这些人过了20年，其实都成功了。而我却在20年前自杀，错过了这些成功。真可惜,81,//www.zhihu.com/pin/899563980664770560,2017-10-05 21:19
哪家公司看门工资最高？,37,//www.zhihu.com/pin/899501178482733056,2017-10-05 17:09
2016年以来买中概股+科技股，每天不用看盘，1年收益超过60%；就2016年年底到现在apple就涨了40%多。把大盘的inflation归因于自己？这就好像2014年A股，人人都是股神。这是学习的正确态度吗？另外我们看到校长还买了推特和人人网。。不过北京两套房我是服的。北京大学学生卧虎藏龙，教授、CEO和市长儿子都在那，童校长这还算比较亲民的了,48,//www.zhihu.com/pin/899431434790510592,2017-10-05 12:32
卖早餐付出的劳动不低于写代码，需要准备早餐，制作早餐，卖。每天加班辛劳。为什么收入不如程序员？程序员每天写ios，java有他们那样的大局观吗,26,//www.zhihu.com/pin/899429006347239424,2017-10-05 12:23
相比之下，湾区对面某家公司根本就倒闭了,20,//www.zhihu.com/pin/899260780774580224,2017-10-05 01:14
江老师要直播去清华大学澡堂子搓澡，你们要看吗,101,//www.zhihu.com/pin/898854683886649344,2017-10-03 22:20
制作郴州栖凤渡鱼粉的难点在哪里？,24,//www.zhihu.com/pin/898824497719836672,2017-10-03 20:20
对于拉斯维加斯杀手事件我持中立态度。但我不会因为这些人死了就突然认识他们、同情他们，活着的人里有更多值得同情；我也不会因为这个杀手杀了人就谴责他，很多人不杀人，但他们的制度、阶级和富有让其他人生不如死。很多人的同情只是因为自己怕死罢了,116,//www.zhihu.com/pin/898360924325429248,2017-10-02 13:38
大型超市收银员，司机，程序员，纺织工，保安，富士康中层干部，地区小学德育老师，小区公园网吧网管，家门口米粉店老板，你愿意干哪一行？,65,//www.zhihu.com/pin/898140135349170176,2017-10-01 23:01
不结婚，不生孩子，不工作，不长寿。这才是孤独人生的真谛,95,//www.zhihu.com/pin/897395893312045056,2017-09-29 21:44
只有有孩子，有老婆的人，才需要用30年辛苦的劳动，换来儿子的成长，老婆的疼爱，三口之家的幸福。一个没有孩子，没有老婆，终生不娶，幸福来自于别处的人，根本不需要走上出卖自己劳动力30年的道路。他们的最优解是在自己最快乐的时候离开这个世界，省去接下来40年的痛苦。这样的人很多。只是因为社会的世俗，他们不敢说，不敢做。他们被当成异类，神经病，精神有问题。他们连前30年都过不好。真可怜,112,//www.zhihu.com/pin/897387061701664768,2017-09-29 21:09
"success is impossible , in every task",34,//www.zhihu.com/pin/897368694756376576,2017-09-29 19:56
自杀之前有三件事可以做，你会选择做哪几个？,23,//www.zhihu.com/pin/897366608677339136,2017-09-29 19:47
这样吧。我打算每天睡在床上，持续30天。留地址我把骨灰寄给你,38,//www.zhihu.com/pin/897352759219736576,2017-09-29 18:52
我们天堂见,47,//www.zhihu.com/pin/897052939905015808,2017-09-28 23:01
是什么决定了你如此失败？是因为：1，穷2，懒3，父母还是因为你没有平安接受自己失败的本性才总是来发问,48,//www.zhihu.com/pin/897049900938858496,2017-09-28 22:49
我们是纯洁的少年,32,//www.zhihu.com/pin/896945887010488320,2017-09-28 15:56
没有欲望的人是否该死,30,//www.zhihu.com/pin/896894527179194368,2017-09-28 12:31
如果可以我愿意每一天，都睡在家里等死为什么不呢？饥饿只是一种低俗的动物本能理智会将其战胜本能会让你很痛苦但我觉得，这和社会的苦相比根本算不了什么为什么不呢，从明天开始，坐在床上等死为什么不呢？,103,//www.zhihu.com/pin/896786996356333568,2017-09-28 05:24
人是分类的有猴有虎有蛇有猪我是猪,30,//www.zhihu.com/pin/896785741647065088,2017-09-28 05:19
我一定不属于人类。因为我对此生如此厌恶,48,//www.zhihu.com/pin/896780069039656960,2017-09-28 04:57
最理想的工作是开uber。开车的时候不用动脑子，把脑子全部放在下一顿吃什么上。直到有一天饿死。这才是人类最原始的状态。,39,//www.zhihu.com/pin/896776367780282368,2017-09-28 04:42
如何在出生之前就奠定成功,61,//www.zhihu.com/pin/896736753203957760,2017-09-28 02:05
觉得知乎app写的比facebook 好,48,//www.zhihu.com/pin/896734549730557952,2017-09-28 01:56
我们我们一起去北极极极极极极极极极极极极极,70,//www.zhihu.com/pin/896357664630673408,2017-09-27 00:58
妈妈我怕,56,//www.zhihu.com/pin/895933996884688896,2017-09-25 20:55
生命诚可贵爱情价更高若为自由故二者皆可抛而我们都知道，什么才最自由,50,//www.zhihu.com/pin/895661365161791488,2017-09-25 02:51
