idea,votes,url,time
建议直接查封，吊销互联网商业运营执照。这个世界上大家都想成功，大家都想赚钱，有些人是靠努力学习老实工作；有些人是靠投机倒把收割韭菜，坑蒙拐骗制造泡沫。对于后者我们要严肃制裁，绝不手软，舆论轰炸，如过街老鼠，还社会一份干净的空气。,44,//www.zhihu.com/pin/1007938664747368448,2018-07-31 22:41
为了经商，不要X脸,6,//www.zhihu.com/pin/1007938500179722240,2018-07-31 22:41
鼓励山寨企业通过山寨赚点钱再做自有品牌的方法，就和鼓励穷人先去抢银行，拿到一笔钱再自力更生一样。四个字：违法犯罪。黄峥这个道理不懂？他学过商标法吗，什么是商业社会，法治社会？退一万步说，他真的是为了山寨企业好，自己办一个假一罚十，把工厂罚死了自己却上市坐拥200亿，这是为山寨企业好还是为自己好，诸位看不出来？山寨企业不讲商业规则，别人揭露就组织公关说要保留证据，律师起诉，这“商业精神”挺两面的么。真不讲法制和商业精神，我建议大家今晚就去pdd总部把他的办公室烧了。反正你鼓励作恶违法么。挺公平,27,//www.zhihu.com/pin/1007936591066693632,2018-07-31 22:33
善良往往和傻划等号。没有人去善意提醒pdd卖了“冒牌货”。假货就是假货，不是你一句“蹭流量”就能变性的。愤怒的消费者们不会有一丝的一点善意，大家只是希望你这个垃圾贩售平台早日倒闭。,20,//www.zhihu.com/pin/1007926688507785216,2018-07-31 21:54
,16,//www.zhihu.com/pin/1007821912583602176,2018-07-31 14:57
真的有诚意，就应该在pdd这个app的开机画面加入：低价有风险，购买请谨慎正如香烟和股市投资建议一样。这个应该纳入法律。就看我国跟不跟的上了,14,//www.zhihu.com/pin/1007686379161104384,2018-07-31 05:59
冒牌ps4，电视机，显示器，洗衣机，冰箱，鞋子和衣物也要加这个标示么。。,6,//www.zhihu.com/pin/1007686093029949440,2018-07-31 05:58
大家怎么看wework这家公司？你用过吗？有前途吗？,13,//www.zhihu.com/pin/1007671891934511104,2018-07-31 05:01
你不去浑水机构、美国SEC举报拼多多，拼多多就会先下手为强来干你。这就是流氓。正义站在你这边。,33,//www.zhihu.com/pin/1007656679864950784,2018-07-31 04:01
你的内裤一般有几种颜色？,12,//www.zhihu.com/pin/1007645335811940352,2018-07-31 03:16
拼多多果然是腾讯系的，干任何坑蒙拐骗和抄袭的事情都有人撑腰啊。胆子就是大！卖假货害死人贴牌冒充正品放纵不管还有“善意改正”？？,40,//www.zhihu.com/pin/1007618529973141504,2018-07-31 01:29
amazon？,23,//www.zhihu.com/pin/1007549721614794752,2018-07-30 20:56
深邃,20,//www.zhihu.com/pin/1007548645062713344,2018-07-30 20:51
如果没有出身在一/二甚至三线城市，你的家庭家族和家人和成功彻底无缘了,15,//www.zhihu.com/pin/1007533670927859712,2018-07-30 19:52
明天苹果股票不大跌10%我被王刚剁了炒韭菜,17,//www.zhihu.com/pin/1007532320764588032,2018-07-30 19:47
macbook pro为什么不内置apple watch和iphone无线充电设备。把手机/表放在电脑旁边就可以充电这不是很合理吗。。。。你现在搞一个插不进去的usbc口你是让我们带着电脑去北极充电？,15,//www.zhihu.com/pin/1007530728803909632,2018-07-30 19:40
您好。请问您的事业有前途吗？,23,//www.zhihu.com/pin/1007469462144098304,2018-07-30 15:37
怪不得你家这么有钱！可怕,13,//www.zhihu.com/pin/1007469295164432384,2018-07-30 15:36
今年，有家公司要彻底完蛋,25,//www.zhihu.com/pin/1007424257181204480,2018-07-30 12:37
大盘彻底崩了。,21,//www.zhihu.com/pin/1007419963857977344,2018-07-30 12:20
这就是我。,13,//www.zhihu.com/pin/1007328199834968064,2018-07-30 06:15
美多多？,33,//www.zhihu.com/pin/1007326784861429760,2018-07-30 06:10
智商不足就不用选了,11,//www.zhihu.com/pin/1007308982100140032,2018-07-30 04:59
喜欢,10,//www.zhihu.com/pin/1007308888215076864,2018-07-30 04:59
另外还次于山东德州,17,//www.zhihu.com/pin/1007297218944040960,2018-07-30 04:12
南昌，中国最烂的城市（仅次于郴州）,30,//www.zhihu.com/pin/1007293639235686400,2018-07-30 03:58
为什么会有人愿意住在南昌？除了有红木家具以外,24,//www.zhihu.com/pin/1007291312936075264,2018-07-30 03:49
相比之下，南昌简直是个200线小城市。,17,//www.zhihu.com/pin/1007290868478464000,2018-07-30 03:47
肌肉真的是男人必须获得的东西。。。。钱和女人都是其次。钱很肤浅，女人也是。,31,//www.zhihu.com/pin/1007280635374780416,2018-07-30 03:06
西雅图好。建议南昌人多出来走走，看看西雅图。别在红木桌子上吃油腻食物了。谢谢,34,//www.zhihu.com/pin/1007275477899309056,2018-07-30 02:46
问大家一个问题，你还不移民的原因是1）GRE没考好2）托福没考好3）家里红木家具多，4）是富豪之后5）在北上广等地拥有2+套房,26,//www.zhihu.com/pin/1007269846886846464,2018-07-30 02:24
因为有些人看见外滩的高楼和遍地的移动支付就沾沾自喜，看见国外倒塌的人行天桥就嘲笑他们进度慢，看见湾区男女比例失调，夜生活空虚就怂恿程序员回国，忽略政治斗争和996的变态事实骗底层码农“回到故乡。这就是代价。去澳大利亚吧，那里能找到平等和自由,33,//www.zhihu.com/pin/1007268489207369728,2018-07-30 02:18
主要是男生长得如何,17,//www.zhihu.com/pin/1007267539470192640,2018-07-30 02:14
买啊！,29,//www.zhihu.com/pin/1007260664406163456,2018-07-30 01:47
建议转发浑水做空机构,31,//www.zhihu.com/pin/1007258638322257920,2018-07-30 01:39
。。。有理有力有据,10,//www.zhihu.com/pin/1007237195593322496,2018-07-30 00:14
强大的美食教学？这种中餐米其林店根本不会做，只有学校食堂和美团10元街边店才有借鉴意义的“教学视频”，怕不是诸位餐饮界的“拼多多”吧。这种视频可以火，和平均收入水平的低不无关系。诸位谴责拼多多贩卖低质商品，诸位却在网上对这种味精和豆瓣酱调制出来，油，糖，碳水三高的垃圾食品看得津津有味。就不怕自己吃完后变成油腻中年的大肥猪？,26,//www.zhihu.com/pin/1007204445763039232,2018-07-29 22:04
为什么外国人长得再丑也比我好看？1）我太肥了2）皮肤不好3）头发不好看4）油腻5）天生的丑6）穿的不好，不合身7）智商低,33,//www.zhihu.com/pin/1007131989870133248,2018-07-29 17:16
轮子哥指定理发单位,35,//www.zhihu.com/pin/1007122414899183616,2018-07-29 16:38
你比你父母活得久。,11,//www.zhihu.com/pin/1007108241549017088,2018-07-29 15:41
拼多多95%的商品都是假货冒牌货需要下架。你这么1对1是忙不过来的。唯有请美国投资机构进行彻查才会让拼多多ceo放弃铤而走险的游戏。那你这份调查投递至投资者论坛即可,24,//www.zhihu.com/pin/1007107998283481088,2018-07-29 15:40
可怕,50,//www.zhihu.com/pin/1006901555072774144,2018-07-29 02:00
nb。毕竟需要每天一篇nips,19,//www.zhihu.com/pin/1006883617141895168,2018-07-29 00:49
三无减肥药。快发到国外投资人论坛去。让做空机构严肃做空,16,//www.zhihu.com/pin/1006850626508079104,2018-07-28 22:38
真正揭露罪恶并将其绳之以法太难了，还没有任何奖励。还不如利用人性把韭菜割完，把他们割死。最后再等着和珅和纪晓岚来办案，杀鸡儆猴抓个典型完事。而真正的邪恶可以再寻找下一个人机会。某国的质量监察单位真的是只拿钱不干活的典型。下次民间曝光的质量问题都得直接找安全局的人发工资，按照影响力举报查证一次奖励100-1000万，或者直接北京一套房。,20,//www.zhihu.com/pin/1006838399646531584,2018-07-28 21:49
失败者的历史使命,14,//www.zhihu.com/pin/1006836843400155136,2018-07-28 21:43
中国最大的红木家具商,20,//www.zhihu.com/pin/1006836414008451072,2018-07-28 21:41
马力，你是一条汉子。建议拍摄纪录片揭露假奶粉产业链，告倒pdd。也请诸位微信工作号写手早日整理内容做一次深度报道。中国早期的深度报道记者可能都没有了，但还有你们。另外，某个国家的内需和电商如果都是假货撑起来的（不卖假货赚不到钱）的话，那么贸易战一打起来，这个国家必败。,21,//www.zhihu.com/pin/1006836116233736192,2018-07-28 21:40
建议起诉腾讯。联合机构做空腾讯。腾讯竟然要依靠拼多多这样的病毒营销来补微商的篓子。nb啊！马上开发一款没有拼多多的聊天软件把它干掉。,15,//www.zhihu.com/pin/1006834475778461696,2018-07-28 21:34
为什么大陆男人油腻？1）中餐吃多了，吃了太多的米饭，油和盐2）加班太多了，互联网公司996的制度，让年轻人无法拥有健康的身体，只能越来越肥，越来越油，越来越凸3）文化。中国文化里，只要你有房有车有老婆有孩子就好了。至于你这个人过得怎么样，什么时候猝死，那是没人管的。丈母娘也不会管的。这是农业文化残余+人口过多+拼多多的必然。虽然国内高铁方便，城市繁华。但对于一个追求健康的人来说，根本没有吸引力。还不如去北极开uber。,62,//www.zhihu.com/pin/1006786658909515776,2018-07-28 18:24
而那些去道观寺庙出家的人，身上依然带着俗气。他们并没有真正离开这个世界，并没有真正的，去到北极。摘自—— 北极吟,9,//www.zhihu.com/pin/1006777978117881856,2018-07-28 17:49
北极其实是全世界最温暖的地方。没有内卷没有阴谋没有假货没有逼婚没有房价没有攀比没有势利没有世俗没有脑瘫没有贸易战没有第三世界土鳖没有农业社会残余没有拼多多没有三本人人都是神人人都有神性人人都是人人人都是超人这样的地方悟道者必去,43,//www.zhihu.com/pin/1006777710139625472,2018-07-28 17:48
找轮子,21,//www.zhihu.com/pin/1006765827395346432,2018-07-28 17:01
西雅图真热,14,//www.zhihu.com/pin/1006761201975582720,2018-07-28 16:42
我也想和教授结婚，一起发型那种区块链技术，拯救世界,14,//www.zhihu.com/pin/1006759350542692352,2018-07-28 16:35
难道占着一块地做肮脏的私活？趁着区块链救活一个没人用的鸡肋很光荣吗。。,7,//www.zhihu.com/pin/1006758642175066112,2018-07-28 16:32
当哥伦比亚教授和空气币，传销链结合之后。他们这个所谓100%安全的形式化验证技术真是一点用都没有了，只能用在空气币上。看来他本人和他老板都是骗子无疑，骗了美国国家经费几个亿，最后唯一用途：区块链。说好的军方项目呢？弄的这位教授只能靠给区块链项目站台才能维持生计，维持项目的活路。究竟还有谁会去做他的研究生？哥伦比亚大学彻底沦为美国三本了？呵呵,15,//www.zhihu.com/pin/1006716775232253952,2018-07-28 13:46
真正需要结婚的人，往往是男女特别丑，或者收入特别低的人。收入越低的人，孩子生的越多。这些都是人的本能，但是是俗人。我们需要把自己变成超人，并且一直活到超人消失的那一刻。,15,//www.zhihu.com/pin/1006715103881756672,2018-07-28 13:39
养老。。我就不养老。未来人类最合理的发展，最符合人性的发展，最自由的发展方式是：不生子，不买房，不结婚1）单身一辈子，租房一辈子，去力所能及的地方生活（例如北极），2）吃不油腻的salad，偶尔配上米粉3）不用养老金，发展AI机器人养老4）极少数人生孩子；生孩子养老是农业社会残余；只有极少数企业家可以生孩子，保证优质基因的传播。5）其他人不断健身，让自己越来越帅，虽然永不结婚但可以自由恋爱，保持健康的生理关系（完全是基于帅和相互吸引上的）6）变丑就离开世界。收入月光。不存款买房，过完自己最美好最完整的一生。这才是现代，乃至未来人类应该过的生活。生孩子养老，买房子养老，结婚抗风险。都8012年了，你还过得像个楚国人。,50,//www.zhihu.com/pin/1006713533328916480,2018-07-28 13:33
猫就从来没有农民和中产阶级，资产阶级之分。与其说人类文明是人类对大自然的改造征服史，倒不如说他是人类对人类自己的改造史。,6,//www.zhihu.com/pin/1006698031751770112,2018-07-28 12:31
,77,//www.zhihu.com/pin/1006563225126735872,2018-07-28 03:36
香港50年后还会成功吗？,19,//www.zhihu.com/pin/1006561134773678080,2018-07-28 03:27
如果你的工资月光，那每个月会去买什么？,11,//www.zhihu.com/pin/1006551340281102336,2018-07-28 02:49
丁丁是你的：1）束缚2）责任3）命运4）意义5）目的6）本质7）定义8）起源9）一辈子10）幸福,19,//www.zhihu.com/pin/1006551043550904320,2018-07-28 02:47
。。。徐猫,39,//www.zhihu.com/pin/1006505414279782400,2018-07-27 23:46
。。。哦,9,//www.zhihu.com/pin/1006498672003133440,2018-07-27 23:19
湾区万达广场,17,//www.zhihu.com/pin/1006485843929743360,2018-07-27 22:28
你身上哪里最大？,23,//www.zhihu.com/pin/1006452165199589376,2018-07-27 20:14
这只是讽刺而已。越这么说，我们越不屑。而且可以筛选那些屑的人,19,//www.zhihu.com/pin/1006382046171656192,2018-07-27 15:36
pdd 无法做空？？？妈的都被空完了,17,//www.zhihu.com/pin/1006339039145816064,2018-07-27 12:45
,18,//www.zhihu.com/pin/1006326379025117184,2018-07-27 11:55
你不能把简单直白的解释都划分成成功学。。去北极和成功是两码事，和电荷的两极一样,10,//www.zhihu.com/pin/1006320436967223296,2018-07-27 11:31
睡这么硬的床，对肾好吗,19,//www.zhihu.com/pin/1006320096331059201,2018-07-27 11:30
浙大出投机商人挺多的。或者说浙江省。。,26,//www.zhihu.com/pin/1006218372916387840,2018-07-27 04:45
这很直白啊需要解释吗,12,//www.zhihu.com/pin/1006218201406926848,2018-07-27 04:45
我建议童哲做个“学多多”。大家拼单一起学习。社交网络智能匹配。今天学物理，明天学数学，后天学cs，互相改作业，集体颁发万门大学学位。中国的本科人口将会突破4%，达到70%。这样，知乎的水准也高一些,44,//www.zhihu.com/pin/1006217972167319552,2018-07-27 04:44
为什么童哲没有创立拼多多？大家学习的热情难道不应该高于消费吗,31,//www.zhihu.com/pin/1006216470401089536,2018-07-27 04:38
我不得不说一句，知乎你们的社区团队找来的临时工真的人工智障。这样智障的事都做得出来，也不怕天下人笑话？你们和微博的管理水平真的是差了100086个拼多多。,26,//www.zhihu.com/pin/1006212510306951168,2018-07-27 04:22
我在练肌肉,38,//www.zhihu.com/pin/1005827174712057856,2018-07-26 02:51
我的梦想：做一个没有欲望，瘦瘦的垃圾,44,//www.zhihu.com/pin/1005813298587123712,2018-07-26 01:56
我去过北极。,20,//www.zhihu.com/pin/1005806612119961600,2018-07-26 01:29
他想做物理学界的立党,13,//www.zhihu.com/pin/1005805295301513216,2018-07-26 01:24
我就这么操作的，效果很好。你需要多加练习,11,//www.zhihu.com/pin/1005804905524793344,2018-07-26 01:22
2018年最大的笑话,32,//www.zhihu.com/pin/1005803483487817728,2018-07-26 01:17
他不仅买卖比特币，还醉心于投资投机，炒股。。。真* 物理学家。头像ps了100024次也不害羞？,13,//www.zhihu.com/pin/1005800065474183168,2018-07-26 01:03
张首晟的atom2vec还强行发表到科学院会报上，简直是“他本人和美国科学界的双重耻辱”。用人类几千年来发展的数据集去训练一个基本上是overfit，memorize结果的模型，就号称AI可以独立完成科学探索。。这个屁放的够响亮。相比之下，andrew ng宣传的癌症ct照片识别机器超过人还算是很有良心了，虽然最后被专家怼的没话说。张首晟这几年来除了做跳梁小丑，买卖比特币，给区块链站台，还能做什么？没达到牛顿的高度就去学牛顿炼金，真是不以为耻，反以为荣。他也只能在全民跪拜权威的亚洲奴性社会里混了。要是放到美国科学院讨论，他的所作所为分分钟被怼死。别和我说他是搞物理的。在投机这一点上，和严肃不相上下。建议相关人士截图并用邮件翻译发给张首晟。uc berkeley 前物理系学生,73,//www.zhihu.com/pin/1005799114877100032,2018-07-26 00:59
按照这样的双重标准，我对这些成功男性有如下建议1）不要性，只要钱。在资本市场狼吞虎咽利用市场漏洞囤1000000套房子好几万个家庭无房可住或者发100000000个uuu害几十万人破产，收割一把韭菜也没人管，起码还不如碰别人身体管得严。2）要性，也要用钱买。既然有了钱，为什么不花呢？用钱买的就不算性骚扰了。这么简单的道理还不明白？？,19,//www.zhihu.com/pin/1005791806465970176,2018-07-26 00:30
人对他人的侵占，除了身体，生命，性，还有居住，教育，金钱。但大家现在依然对系统性的压榨宽容，对这些偶然的突发的（当然也可能是大规模的，但绝不是所有人都参与到）的性侵犯反而更感兴趣。。这是一种双重标准吗？也就是说，被金融泡沫侵害到没有饭吃的，但是冰清玉洁的女学生；比一个事业成功但是年轻时被人性骚扰的女明星，更让人可以忍受？？,47,//www.zhihu.com/pin/1005790681276825600,2018-07-26 00:26
解决这个问题的，只有勃学。勃学是系统解构人类欲望，人类存在，人类意义的哲学。并提出失败是全体人类的共同归宿，你现在努力活着毫无意义。都不想活了，自然也就没有996，没有性侵犯。人类的所有问题都解决了。这才是真正的哲学,19,//www.zhihu.com/pin/1005782361593761792,2018-07-25 23:53
我建议把世界上所有稍有权力的男人都进行性侵记录调查取证，最后的结果一定让我们吃惊。这个世界毕竟是有权势的男人的。世上如果换成有权势的女人，他们也会性骚扰年轻男士。总的来说，问题在于人，在于人性和欲望。人性告诉我们，一旦尝到甜头，我们就会变本加厉，就会肆无忌惮。把自己的欲望掐死的苗头，是所有理性人类的共同选择。和糖一样，戒几个星期。你会发现水也挺好喝的。人也会瘦一圈（比如我）。劝诫大家解构自己的欲望，消灭那些会带来恶果的欲望，是勃学对全人类的最大贡献,26,//www.zhihu.com/pin/1005781812324528128,2018-07-25 23:51
我觉得主要还是立场决定的。解决的方法我早就给出来了，去北极，开uber，吃米粉。很难理解吗？关于这三个意象的解释我也给出了。要多看我各个小号的想法而不是去看网上的零散的解释。说白了。你需要遏制自己成功的欲望。如果你认为无法遏制，那自然就无法逃离失败之苦了,12,//www.zhihu.com/pin/1005747863456014336,2018-07-25 21:36
世界在变，人性贪婪在变，房价在变，自由在变，可是人类唯一的高于其他生物的地方，艺术不变。这也是人活着的唯一原因。,30,//www.zhihu.com/pin/1005728266824425472,2018-07-25 20:18
你觉悟太低了。人最美好的生活就是没有人性,14,//www.zhihu.com/pin/1005724400770850816,2018-07-25 20:03
失败总是给追求成功的人准备的,19,//www.zhihu.com/pin/1005724242704531456,2018-07-25 20:02
人性没问题，集体的人性会导致泡沫,7,//www.zhihu.com/pin/1005722574222979072,2018-07-25 19:55
deep tech。。。怎么不叫 deep ____ 呢？怎天发这种垃圾就不怕被世界耻笑？,16,//www.zhihu.com/pin/1005671149396709376,2018-07-25 16:31
==,18,//www.zhihu.com/pin/1005665602538790912,2018-07-25 16:09
FB今天盘后财报。,8,//www.zhihu.com/pin/1005657369556213760,2018-07-25 15:36
如果法律规定禁止贪财，我们这个世界会1）变得更好2）变得更糟物价会1）因为大家都没钱，无法通胀，物价降低2）物价上涨,14,//www.zhihu.com/pin/1005651189194711040,2018-07-25 15:12
我觉得你还是无法理解什么是失败。总的来说就是没有悟道。,12,//www.zhihu.com/pin/1005620772844425216,2018-07-25 13:11
,50,//www.zhihu.com/pin/1005484056124866560,2018-07-25 04:07
投资提示：all in tsla 股票，持有4个月亏了我请你去北极zs,17,//www.zhihu.com/pin/1005468701847584768,2018-07-25 03:06
,14,//www.zhihu.com/pin/1005468469269131264,2018-07-25 03:06
以后专门从佛教中总结一些心灵鸡汤帮助孤独的人，俗称柳鸡汤。,11,//www.zhihu.com/pin/1005459694810497024,2018-07-25 02:31
世界上唯一值得思考的哲学，就是失败和zs。可惜，柳大师一个都不碰，专门寻找自己的心灵安慰。感觉可以去做心理学咨询师，调解夫妻离异了,13,//www.zhihu.com/pin/1005459149349560320,2018-07-25 02:29
我就知道中餐会让每个程序员成为中年秃头的油腻大叔。中国企业的加班文化更加让你无法健身，无法休息、越来越肥。所以，请诸位用中年秃头油腻大叔形容词的时候，注明：海外底层程序员除外。谢谢。中国人可以为了钱不要健康，发达国家的人不会这么想。他们宁可去北极健身，也不会996吃烧鹅的,13,//www.zhihu.com/pin/1005456281154416641,2018-07-25 02:17
建议他研读勃学典籍,14,//www.zhihu.com/pin/1005448185917112320,2018-07-25 01:45
我要是出家，让失败人士集体去北极，摆脱成功人士的剥削，彻底揭露失败，解决失败。这才是真正值得思考的哲学问题。我真不知道柳智宇花这么多年都想了些什么。还在想什么“红领巾是红旗的一角”，真是笑掉大牙。恕我直言，我感觉他已经无限接近智障了,22,//www.zhihu.com/pin/1005448113020059648,2018-07-25 01:45
失败是真实存在的。你失败，我失败，我们都失败。恰恰相反，成功才是角色扮演。打肿脸充胖子，把世界上那么多人的苦难视为无物,25,//www.zhihu.com/pin/1005437000861810688,2018-07-25 01:01
中年失败男人的压抑：上不去。,34,//www.zhihu.com/pin/1005425456774086656,2018-07-25 00:15
我要创造一首垃圾之歌，献给诸位失败人示,29,//www.zhihu.com/pin/1005424789804216320,2018-07-25 00:12
你这人的品位够草根的,10,//www.zhihu.com/pin/1005408885565423616,2018-07-24 23:09
垃圾永远都是垃圾。永远。一直都是,45,//www.zhihu.com/pin/1005404533241094144,2018-07-24 22:52
建议大家去北极吃米粉，别每天和汉子吃粉了。据统计，妹子都去了北极,13,//www.zhihu.com/pin/1005371668562362368,2018-07-24 20:41
有。这只猫_____特别大,15,//www.zhihu.com/pin/1005317411742117888,2018-07-24 17:05
夏雨荷开花了,21,//www.zhihu.com/pin/1005237238233501696,2018-07-24 11:47
和快餐相比，中餐是不是更容易吃出胖子？中餐美食博主是不是都不控制自己卡路里的摄入量，每天疯狂的吃糖，油和碳水化合物？（例如煎饼果子）,29,//www.zhihu.com/pin/1005111937658630144,2018-07-24 03:29
问个问题 小米盒子因为长期待机被自己烧坏了（HDMI输出异常遥控器无效），这个找哪个说理去？保修吗？小米的质量就这样吗。。机顶盒的使用时间不超过1000小时么,32,//www.zhihu.com/pin/1005103640809324544,2018-07-24 02:56
国内互联网公司加班的午饭吃的啥？晚饭吃什么？吃多了大家是不是都变得超级肥胖、特别油腻？,18,//www.zhihu.com/pin/1005095277828567040,2018-07-24 02:23
我长这么大都没人性侵我，一定是我长得太丑了,62,//www.zhihu.com/pin/1005031574571724800,2018-07-23 22:09
如果船里的每个人都能决定船的命运的话，他们还叫“每个人”吗？正因为每个人都自私自利，互相之间不会联合思考，只想着自己结婚买房生孩子，所以人类这艘大船上的每个人才这么容易被各个击破，分而治之。利用一些简单的金融技术和货币技巧，就能让农民工进城，就能让年轻人996，就能让三四线城市的人花完两代人的积蓄去买房。“每个人”从来都不具备什么具体的明确的力量，如果有的话，他们早就做掀了船帆自己做船长了。人类这种灵长类动物的属性，注定了极少数掌握秘诀的人去绝大多数“每个人”的命运。不论换哪个“极少数”，都是一样的。所以诸位的心思都花在怎么找这个秘密上，关于每个人，那反而是力所不逮了。,33,//www.zhihu.com/pin/1005019119078363136,2018-07-23 21:20
这对夫妻为什么不看西部世界提高自己的觉悟？,18,//www.zhihu.com/pin/1004994605477023744,2018-07-23 19:43
高级,15,//www.zhihu.com/pin/1004993862959415296,2018-07-23 19:40
据说plus从蚂蚁金服离职了。他去了1）咪蒙传媒2）星球科技3）笑来文化,50,//www.zhihu.com/pin/1004984432943595520,2018-07-23 19:02
还不如你家的_____,11,//www.zhihu.com/pin/1004983238950940672,2018-07-23 18:57
请给我的头像起个名字,16,//www.zhihu.com/pin/1004922478090698752,2018-07-23 14:56
回家没事干？猫谁养。。自相矛盾，看来是要加入公司管理层了，现在就开始给momenta PR,10,//www.zhihu.com/pin/1004922058962186240,2018-07-23 14:54
那你的猫要结婚吗,12,//www.zhihu.com/pin/1004912627721568256,2018-07-23 14:17
洗脑到这个程度也是醉了。你永远加班永远别结婚生孩子,14,//www.zhihu.com/pin/1004909097510064128,2018-07-23 14:03
对自己一周上班7天每天加班5小时的事情只字不提？,20,//www.zhihu.com/pin/1004908252567633920,2018-07-23 13:59
你做了朋友就能成功？,13,//www.zhihu.com/pin/1004892203348500480,2018-07-23 12:56
睡在妈妈的大_____上呀,7,//www.zhihu.com/pin/1004892030102831104,2018-07-23 12:55
刘备三顾茅庐，诸葛亮才出山请问诸葛亮为什么不在成都买房？何必住在茅庐呢？是否说明诸葛亮对全国房价判断的错误？,58,//www.zhihu.com/pin/1004767602543067136,2018-07-23 04:41
我赞了那么多次钱呢？,18,//www.zhihu.com/pin/1004759351382441984,2018-07-23 04:08
观众朋友们，这只猫来自西雅图,29,//www.zhihu.com/pin/1004750468102434816,2018-07-23 03:32
我不是药神里面最令你感动的情节和角色是？,25,//www.zhihu.com/pin/1004742968141389824,2018-07-23 03:03
人生如梦不如长眠,26,//www.zhihu.com/pin/1004738910064431104,2018-07-23 02:47
理解失败的第一要素：同情失败者第二要素：明白自己能干什么不能干什么第三要素：看见成功者的诱惑内心因为正义和品德而无动于衷,42,//www.zhihu.com/pin/1004728436430073856,2018-07-23 02:05
我不是药神说的其实是2013年之前的事。我就说怎么过的审。。,73,//www.zhihu.com/pin/1004723643972206592,2018-07-23 01:46
请发钱给我,17,//www.zhihu.com/pin/1004717716619603968,2018-07-23 01:22
提示，对面是个帅猫,22,//www.zhihu.com/pin/1004658129560203264,2018-07-22 21:26
职位是：熊安uuu技术迎宾小姐,25,//www.zhihu.com/pin/1004656060753457152,2018-07-22 21:17
你的父母是否会为了得到孙子而不惜一切？这是中国封建农民思想的残余吗,33,//www.zhihu.com/pin/1004608945259954176,2018-07-22 18:10
相比之下，在北极开uber也比在国内阿里巴巴上班好呀！,15,//www.zhihu.com/pin/1004607605955846144,2018-07-22 18:05
升级到了ios 12 beta，感觉还可以。,21,//www.zhihu.com/pin/1004565179912359936,2018-07-22 15:16
会出现大规模疫苗造假，这件事本身就暴露出了管理学的问题。管理的方法太不现代化了：命令式的管理，没有外部流动性和自发的监督，集中的行政。这样200年前落后的管理思维，不管是放在哪里，就算是私企，也会让私企里蛀虫四起。所以发生疫苗事件一点也不意外、任何事情都要不惮以最坏的恶意去揣测。疫苗能赚钱所以有假，奶粉也是，衣食住行哪里不是呢？,12,//www.zhihu.com/pin/1004420286887923712,2018-07-22 05:40
监管不力和商人黑心，究竟谁是鸡，谁是蛋？,42,//www.zhihu.com/pin/1004417064030830592,2018-07-22 05:28
如果地球上没有鸟，人类还会发明飞机吗？,29,//www.zhihu.com/pin/1004415152191668224,2018-07-22 05:20
你能生猫吗，就说自己是猫猫,33,//www.zhihu.com/pin/1004371770308190208,2018-07-22 02:28
重大科技突破：如何让人生猫？,24,//www.zhihu.com/pin/1004370207091085312,2018-07-22 02:21
此言谬矣，殊不知朋友圈那么多人晒娃不就是图一个。。。炫耀么。可见生孩子还是很光荣的但，你不生孩子，还可以生猫啊。欢迎加入我们帮您生猫,23,//www.zhihu.com/pin/1004337744197398528,2018-07-22 00:12
